account_age_days,credit_score_band,kyc_level,avg_monthly_spend,merchant_risk_score,transaction_amount,is_international,ip_risk_score,txn_count_1h,txn_count_24h,failed_txn_count_24h,geo_distance_from_last_txn,amount_deviation_from_user_mean,post_auth_risk_score,txn_hour,txn_day,txn_month,txn_dayofweek,payment_channel_card,payment_channel_upi,payment_channel_wallet,device_type_mobile,device_type_tablet,is_fraud,fraud_probability,predicted_fraud
1.1823433474672609,-0.7101099597742969,-1.22188049597093,-1.0617820622394465,-0.6596961978953869,-0.6038693303252597,-0.2729325833876487,-1.1087873451552008,-1.0512265833382894,-1.2337232883877742,-0.591120783183697,0.2476042212328164,-0.5372619675571131,5.021767889320215,12,29,1,6,False,False,True,True,False,1.0,0.9991443,1
1.2434979279244018,-1.4194718205622172,0.0013935570684929,-1.134763306740405,1.490309646495816,-0.3599876236495737,-0.2729325833876487,-1.5477502759396058,-0.09498902195608,2.680956077544994,1.098366062589733,-0.5987525895344896,-0.2892988457315385,3.8199475747876654,22,1,1,6,True,False,False,True,False,1.0,0.7881507,1
-0.0320118930388278,-0.7101099597742969,0.0013935570684929,1.476844629085781,2.185361790712714,0.5317218110950134,-0.2729325833876487,0.5250366749304604,1.8174861008083387,0.4439964398691264,1.098366062589733,2.931142374781641,0.4396134246374809,-0.1712112817764912,5,5,1,3,True,False,False,True,False,0.0,0.87989193,1
0.5533248056223803,-1.4194718205622172,1.224667610107916,-0.58278926278564,0.0730652852394762,-0.7653642451543459,-0.2729325833876487,0.314162325828148,-0.09498902195608,-0.1152434695498404,-0.591120783183697,0.2823433621830004,-0.7280495187402747,4.476914277701092,18,15,1,6,True,False,False,True,False,1.0,0.99979514,1
0.892295908727677,-0.7101099597742969,0.0013935570684929,-0.7126724884505533,-0.5675633318155352,-0.1862267328244475,-0.2729325833876487,1.1108632051917111,2.773723662190548,1.0032363492880934,1.098366062589733,1.846063900035764,-0.1419010064962154,5.234578322941912,1,21,4,4,True,False,False,True,False,1.0,0.99810386,1
1.7047781919439806,1.4179756225894635,-1.22188049597093,-0.2895464428888075,-0.157505849154817,-1.2393342897051431,-0.2729325833876487,0.7017569886679618,2.773723662190548,0.4439964398691264,-0.591120783183697,2.0592955133204667,-1.2192997261100214,5.595650528212111,22,17,7,0,True,False,False,True,False,1.0,0.9995553,1
-0.6383158764281986,0.7086137618015436,1.224667610107916,-0.4899256502014498,2.451402781286407,4.272914830302658,-0.2729325833876487,-0.5615119640155529,-0.09498902195608,-0.6744833789688074,-0.591120783183697,-0.8146050705797827,4.295725076592416,-0.3631059474099747,19,7,6,2,True,False,False,True,False,0.0,0.53757435,1
0.3087064837938157,-1.4194718205622172,1.224667610107916,0.464687521070959,0.1609718104194145,-1.0213984416624846,3.663908455296782,1.5579031037988753,-0.09498902195608,1.5624762587070602,2.787852908363163,-1.2681412939734098,-1.0483108770306586,5.339643243615442,9,28,1,5,True,False,False,True,False,1.0,0.99999726,1
-0.6854922670665646,-0.0007480989863767,-1.22188049597093,-0.3962582356831194,-0.7646173297353958,1.9320907002817087,-0.2729325833876487,0.3908779275423878,-1.0512265833382894,1.0032363492880934,2.787852908363163,0.3051878613877591,1.9531928161972056,3.874767473865452,1,5,4,2,True,False,False,True,False,1.0,0.9647128,1
0.2126064287897367,-0.7101099597742969,-1.22188049597093,-0.9628858726814252,-0.3840008518572714,1.2037748505576231,-0.2729325833876487,-1.000755561635498,0.8612485394261293,1.5624762587070602,6.166826599910023,-0.7440179644967055,1.2611293521077098,3.5914538892978425,1,4,1,2,True,False,False,True,False,1.0,0.89618874,1
-1.2883017030012416,-1.4194718205622172,1.224667610107916,-0.455206528843052,-0.9251568347106106,0.7323420893171619,-0.2729325833876487,-1.095327811130865,-0.09498902195608,-0.1152434695498404,1.098366062589733,2.32952640378242,0.7591723594021842,4.571142457339033,6,15,1,6,False,False,False,True,False,1.0,0.9995376,1
-1.6220309849244976,1.4179756225894635,1.224667610107916,-0.6153609072291318,-1.5125704259596071,2.025726628825262,-0.2729325833876487,1.4628942614482243,2.773723662190548,3.2401959869639607,-0.591120783183697,-0.519070637344334,2.0601934847439947,3.931167135323756,19,31,3,4,False,True,False,True,False,1.0,0.9822887,1
0.3716083379783037,0.7086137618015436,-1.22188049597093,-0.6402554461126301,-1.156424393615067,1.4626769164348845,-0.2729325833876487,1.5455225778311714,-1.0512265833382894,3.2401959869639607,-0.591120783183697,-0.9381740312535006,1.499660991094862,4.323112615351677,13,17,7,0,False,True,False,True,False,1.0,0.99574584,1
0.4816865828011578,-1.4194718205622172,0.0013935570684929,0.4573469890706904,-0.1461377431800909,-0.2958140652615405,-0.2729325833876487,-0.920410002181609,-1.0512265833382894,2.680956077544994,-0.591120783183697,-0.6509992188633676,-0.3235364245329073,5.090469682257574,23,4,5,3,False,False,False,False,False,1.0,0.72652316,1
1.3326088880190932,-0.7101099597742969,-1.22188049597093,1.119684524754094,1.6594383870963796,0.2670646419358543,-0.2729325833876487,-0.1418713855978726,-0.09498902195608,-1.792963197806741,-0.591120783183697,-0.938477777166338,0.1974686184035929,5.433992943436501,23,29,6,3,False,True,False,True,False,1.0,0.99817324,1
1.2155415482868517,0.7086137618015436,1.224667610107916,0.3095399312349056,-0.2805681567154546,0.1516766808176298,-0.2729325833876487,-0.317082335464248,0.8612485394261293,1.5624762587070602,1.098366062589733,-0.0839351034536886,0.1323011459989359,5.35537653320603,15,29,5,0,True,False,False,False,False,1.0,0.99965334,1
-0.7571304898877871,-0.7101099597742969,1.224667610107916,0.0636205407036077,-1.4437131594400203,-0.3164550550835669,-0.2729325833876487,0.3625430512344373,-1.0512265833382894,-0.6744833789688074,-0.591120783183697,-0.7539617365047896,-0.3198321851561949,5.064028320060583,2,16,2,3,False,True,False,False,False,1.0,0.9952295,1
1.143903325465629,-1.4194718205622172,-1.22188049597093,1.0321750873260458,1.9550842470432928,-0.2339115589113644,-0.2729325833876487,1.4072411464810566,-1.0512265833382894,0.4439964398691264,4.477339754136593,-0.337731645211341,-0.2972324817122492,5.564734363977997,5,26,1,3,False,False,True,True,False,1.0,0.9999869,1
0.8521086129986984,-1.4194718205622172,0.0013935570684929,-1.2113962320899585,-0.478823828299911,-0.7305920761535136,-0.2729325833876487,-0.109931499713432,-1.0512265833382894,1.5624762587070602,2.787852908363163,1.287522279207616,-0.6545266900085847,5.302072062294169,1,4,6,6,False,True,False,False,False,1.0,0.9839877,1
0.144462753423208,1.4179756225894635,1.224667610107916,4.038405070598046,2.6022264815757152,-0.7014916831995371,-0.2729325833876487,-1.5577170671216671,-1.0512265833382894,2.680956077544994,-0.591120783183697,0.6781416624004342,-0.9496080313113096,5.615043719788331,20,28,4,4,True,False,False,True,False,1.0,0.9998073,1
-0.346521163961268,-0.0007480989863767,0.0013935570684929,1.2457530879384606,0.692712407002996,-0.0697791098724272,-0.2729325833876487,-1.217835766323637,-0.09498902195608,1.0032363492880934,-0.591120783183697,1.6509227775869773,-0.1465724093018453,4.828779542038681,6,16,2,3,True,False,False,True,False,1.0,0.99943155,1
1.4496762277513349,0.7086137618015436,-1.22188049597093,-1.470529408992454,0.1805468013080269,1.1406039589446777,-0.2729325833876487,-0.6714772301800861,-0.09498902195608,2.121716168126027,-0.591120783183697,1.909933688968365,1.2294111511192016,4.32499975231302,17,20,6,1,True,False,False,False,False,1.0,0.9964514,1
0.7682394740860478,-1.4194718205622172,-1.22188049597093,-0.1226295610485902,0.7145951575429341,-0.574756627003784,-0.2729325833876487,-0.8401392872171973,-1.0512265833382894,1.0032363492880934,1.098366062589733,-0.6216140758091114,-0.5661847128012882,5.334146242390926,22,27,3,0,False,True,False,True,False,1.0,0.9997992,1
1.509083534481129,-0.7101099597742969,-1.22188049597093,-0.954107670980774,0.3921369539547295,-0.2781442612310386,-0.2729325833876487,-0.4870728821895814,1.8174861008083387,2.680956077544994,-0.591120783183697,0.2645642361745506,-0.2187519273487747,3.778930938862729,13,27,6,1,True,False,False,False,False,1.0,0.9781692,1
0.3069592100664688,0.7086137618015436,1.224667610107916,0.4800075263613685,-0.9285638526573906,-0.5470466573842607,3.663908455296782,0.6585467700763966,-1.0512265833382894,1.0032363492880934,-0.591120783183697,0.5604006660822333,-0.5757307536853185,4.343313558733321,12,4,2,5,True,False,False,True,False,1.0,0.95989335,1
-0.5352267265147321,-0.7101099597742969,0.0013935570684929,0.2745805989980537,-0.3351623761592441,0.2761456379703498,-0.2729325833876487,-0.2356951901984665,-1.0512265833382894,-0.6744833789688074,1.098366062589733,-0.5009088163637976,0.2587118647686149,4.468615164018823,2,20,5,5,True,False,False,True,False,1.0,0.9918453,1
-0.0232755244020933,1.4179756225894635,0.0013935570684929,-0.6319412357577466,-1.0848906721152447,-0.4367280873515246,-0.2729325833876487,-0.7282093532038847,-0.09498902195608,-0.6744833789688074,-0.591120783183697,-0.8079246818420526,-0.3969507491806764,5.498541605409695,10,27,5,5,False,False,True,True,False,1.0,0.99961543,1
-1.157256173450225,1.4179756225894635,0.0013935570684929,-0.3107251216430232,0.0897453350270169,-0.613194881141514,-0.2729325833876487,1.3749769344755478,-1.0512265833382894,0.4439964398691264,2.787852908363163,-1.2737304675505083,-0.5929427327214596,4.32484963914564,4,14,3,1,False,False,False,True,False,1.0,0.9971675,1
-0.7780977746159498,-0.0007480989863767,-1.22188049597093,-0.4426852162578354,1.9609833723058536,-1.158851923485285,-0.2729325833876487,0.0752774265389538,-0.09498902195608,0.4439964398691264,2.787852908363163,0.9542089524448158,-1.1295024372820837,0.3497242985068294,5,3,3,4,False,True,False,False,False,0.0,0.58172977,1
-0.6750086247024834,-0.0007480989863767,-1.22188049597093,-0.10535320250805,-1.185326010786848,-0.8332323797325888,-0.2729325833876487,1.3759499128387522,-1.0512265833382894,2.680956077544994,-0.591120783183697,-0.012569585301943,-0.8252771654484855,4.585867844234359,11,23,1,0,False,True,False,False,False,1.0,0.9995603,1
1.5632490200288829,-0.0007480989863767,-1.22188049597093,0.1870061176644345,-0.5169086902380622,1.082475915475149,-0.2729325833876487,-0.7777626422786518,-0.09498902195608,-1.2337232883877742,-0.591120783183697,2.775760247351637,1.0690454226947343,-0.6001703799325616,4,4,2,5,False,True,False,True,False,0.0,0.50894755,1
1.0268359857333875,-1.4194718205622172,-1.22188049597093,-0.3838260524384485,0.0221238806284066,1.0181693833350738,-0.2729325833876487,0.1095125434340321,-0.09498902195608,2.121716168126027,2.787852908363163,-0.9042932232315696,1.040094924787831,3.876168530094328,14,30,6,4,True,False,False,True,False,1.0,0.9945522,1
0.8835595400909425,1.4179756225894635,1.224667610107916,-0.757031155260964,-1.3515120164474077,-0.7859417026474242,-0.2729325833876487,-0.201809347587616,-0.09498902195608,1.5624762587070602,-0.591120783183697,0.9078830360954666,-0.7378331827629342,4.173571307657414,7,12,3,6,False,True,False,True,False,1.0,0.9995652,1
-1.0786288557196149,0.7086137618015436,1.224667610107916,0.4919575300429454,0.7649152422478774,-0.9230975920802752,3.663908455296782,0.2762660659894718,0.8612485394261293,2.680956077544994,-0.591120783183697,-0.0932535802539528,-0.9518648490232728,4.9840608913236935,18,13,1,4,True,False,False,True,False,1.0,0.9999627,1
-1.6447455433800071,1.4179756225894635,1.224667610107916,-0.7802629294296494,-0.3257879560371428,-0.2592989801828846,-0.2729325833876487,-0.5059087453747037,3.7299612235727575,-1.2337232883877742,2.787852908363163,-1.094715633099696,-0.2106729040177098,0.123317900868188,5,4,1,2,True,False,False,True,False,0.0,0.5161676,1
-0.1665519700445383,-1.4194718205622172,1.224667610107916,0.797725968832856,-0.3801568616688204,-1.140304253666476,-0.2729325833876487,-0.7147373450979695,0.8612485394261293,0.4439964398691264,1.098366062589733,-0.8616870087180722,-1.187572013684183,5.328156012187877,15,25,1,2,False,True,False,True,False,1.0,0.99988866,1
0.8311413282705358,-1.4194718205622172,-1.22188049597093,-1.0457993230861231,1.6783784026963136,3.2018918931612266,-0.2729325833876487,1.2105872503794328,2.773723662190548,-1.2337232883877742,-0.591120783183697,2.735131802008765,3.260887163383832,1.1724373829454404,19,4,3,5,False,True,False,True,False,0.0,0.980208,1
-0.9930124430796172,-1.4194718205622172,0.0013935570684929,-0.9250220776220798,0.2728230489046769,-0.0394053592327305,-0.2729325833876487,0.1793050298716207,-0.09498902195608,2.680956077544994,-0.591120783183697,-0.1705760789737449,0.0177755729227741,4.964253101475662,0,16,3,3,False,False,True,False,False,1.0,0.9948074,1
-1.4787545392820527,-0.7101099597742969,-1.22188049597093,0.5853629372034114,-0.5629546402041596,-1.0772512089484452,-0.2729325833876487,1.1659425124062193,-1.0512265833382894,4.358675805801894,-0.591120783183697,-0.2026887545934065,-1.111517104457573,3.763211945764273,8,7,5,6,True,False,False,False,False,1.0,0.9930019,1
-0.2888611309588206,1.4179756225894635,1.224667610107916,-1.0454338894583042,-0.7635795206614266,-0.6642730991801922,-0.2729325833876487,0.5570389312227988,-1.0512265833382894,1.0032363492880934,-0.591120783183697,0.1972374813447805,-0.5985699438842907,4.35628762534255,22,28,2,1,False,True,False,False,True,1.0,0.9947725,1
1.682063633488471,-0.7101099597742969,1.224667610107916,0.2642576162799461,0.1300628520124567,0.2691506316480275,3.663908455296782,1.7523366133793392,-0.09498902195608,0.4439964398691264,-0.591120783183697,-0.4428266426367866,0.2523663931608164,5.526748584384913,22,19,1,3,False,False,False,True,False,1.0,0.9994742,1
-0.7169431941588087,-1.4194718205622172,1.224667610107916,-0.744723335852058,-0.8816576135905031,1.3710085843661193,-0.2729325833876487,-1.5682701401379675,-0.09498902195608,-1.2337232883877742,-0.591120783183697,-0.6403321941736535,1.4146022540334768,4.410857335808038,3,3,6,5,True,False,False,True,False,1.0,0.90705,1
0.3611246956142224,-0.7101099597742969,1.224667610107916,3.470122471767548,2.303501332863275,-0.7730303001473341,-0.2729325833876487,-0.5398694324750316,-1.0512265833382894,3.2401959869639607,2.787852908363163,-0.8344191076185803,-0.9859354387447704,5.050496690258227,21,8,7,5,True,False,False,False,False,1.0,0.9998977,1
1.6313926953954114,-0.0007480989863767,-1.22188049597093,-1.07489149076687,-1.4026104579578278,0.2377701725941767,-0.2729325833876487,0.2828648551450544,-1.0512265833382894,2.680956077544994,-0.591120783183697,-1.1760347967509337,0.3037217569729537,4.680603549342966,20,4,3,5,True,False,False,True,False,1.0,0.97510594,1
-0.7064595517947273,-0.7101099597742969,1.224667610107916,2.059290976536792,2.339626647405182,-0.9961647351399932,-0.2729325833876487,-0.670591570387938,-1.0512265833382894,3.2401959869639607,1.098366062589733,0.6060963893500717,-1.1215744497457736,5.207314912447364,7,23,2,3,True,False,False,False,False,1.0,0.9999794,1
-1.1170688777212463,0.7086137618015436,-1.22188049597093,0.0580345816680164,-0.119987685592583,-0.6441319932897179,-0.2729325833876487,-0.2862401687588077,-0.09498902195608,1.0032363492880934,2.787852908363163,-0.8525836496400558,-0.6465937980639379,4.593023238546115,8,14,2,1,False,True,False,True,False,1.0,0.9998498,1
1.1718597051031794,-1.4194718205622172,1.224667610107916,-0.2789178306630093,0.7485014724201048,-0.6829384286774234,-0.2729325833876487,-0.7451242078257561,0.8612485394261293,-1.792963197806741,-0.591120783183697,-1.057355779876976,-0.6645286986430112,4.440765597346891,21,28,2,1,True,False,False,True,False,1.0,0.99281245,1
-0.7763505008886029,-0.0007480989863767,0.0013935570684929,0.0345550520151935,-0.8063550065062668,-0.7648502599352597,-0.2729325833876487,0.9626025085779556,-1.0512265833382894,3.2401959869639607,-0.591120783183697,-1.2396618688317615,-0.7656522474776908,5.250497466930207,17,10,4,0,True,False,False,True,False,1.0,0.98494256,1
1.2015633584680765,-0.7101099597742969,1.224667610107916,-1.0400217105055527,0.4848160353366699,-0.6870391015785211,-0.2729325833876487,-0.2730550645292223,-0.09498902195608,2.680956077544994,2.787852908363163,0.4616275019427628,-0.6216304701196474,5.276888791404738,15,1,3,2,False,True,False,True,False,1.0,0.7444877,1
-0.7780977746159498,-1.4194718205622172,1.224667610107916,-0.7366225653681712,0.0297094456361665,-0.4606461093651797,-0.2729325833876487,1.623510535866525,-1.0512265833382894,1.5624762587070602,1.098366062589733,1.7836416660107846,-0.41436394178022,5.283708218151408,1,23,4,6,True,False,False,True,False,1.0,0.9978136,1
-0.7711086797065623,-0.0007480989863767,1.224667610107916,0.121364174382121,-1.0009715186405552,-0.4793034403615578,-0.2729325833876487,0.2297564528201154,-0.09498902195608,1.5624762587070602,-0.591120783183697,-1.1166546476239276,-0.4859622577601041,5.062913193674334,21,16,6,4,True,False,False,False,True,1.0,0.99996614,1
-0.7990650593441125,-0.7101099597742969,-1.22188049597093,-0.4804332600971391,0.6613937871194714,0.9818197022616256,-0.2729325833876487,2.3258574621623627,-1.0512265833382894,2.121716168126027,1.098366062589733,0.8388456794432838,1.0097732054404676,3.698405946932716,17,2,2,3,True,False,False,True,False,1.0,0.90286255,1
0.2929810202476937,-1.4194718205622172,0.0013935570684929,-1.4680746697773246,0.8099233831400059,3.041708257954816,-0.2729325833876487,-0.567399730521101,1.8174861008083387,2.680956077544994,2.787852908363163,-0.9962848147823862,3.1270543363659726,4.089057594422747,11,8,6,3,True,False,False,True,False,1.0,0.99999785,1
-0.8462414499824785,-0.7101099597742969,0.0013935570684929,0.8947200112510312,0.8780227759279445,-0.8957269629511365,-0.2729325833876487,-0.7023069228039468,-1.0512265833382894,3.2401959869639607,1.098366062589733,-0.700680645154868,-0.949409063961048,4.839201684802459,9,10,6,5,False,True,False,True,False,1.0,0.99988043,1
0.6599085029905406,1.4179756225894635,-1.22188049597093,1.1165307374309306,0.0303171101597405,-0.5309706126388031,-0.2729325833876487,2.905902255611492,-0.09498902195608,-0.1152434695498404,-0.591120783183697,-0.9582883934679548,-0.5989826499927382,5.203998126272885,20,19,7,2,False,True,False,True,False,1.0,0.9994816,1
0.5952593750787056,1.4179756225894635,0.0013935570684929,-0.7406285504565399,1.273803556130313,-0.1078714574017087,-0.2729325833876487,-1.0524855779458966,-0.09498902195608,2.121716168126027,-0.591120783183697,-0.4045695456003834,-0.061956084547084,4.088514327721755,18,7,7,4,False,True,False,True,False,1.0,0.99428576,1
0.3453992320681004,-0.0007480989863767,-1.22188049597093,-1.105893177268169,-0.6357378292075108,-1.2358077903593778,-0.2729325833876487,-0.4691725751229256,-0.09498902195608,2.121716168126027,-0.591120783183697,-1.1381336507413866,-1.1653768213732691,4.791465697575773,12,25,3,5,True,False,False,False,False,1.0,0.999915,1
1.3116416032909306,1.4179756225894635,0.0013935570684929,-0.5873568323653772,-0.0050093645028615,-1.2524088207647024,3.663908455296782,-0.0950124981442888,2.773723662190548,0.4439964398691264,-0.591120783183697,-0.3126623451906943,-1.2139642094081198,4.620651209590012,4,18,7,1,True,False,False,True,False,1.0,0.9992193,1
-1.1170688777212463,-0.0007480989863767,-1.22188049597093,0.3690941804833633,-0.8440575177329558,-1.144482088021706,-0.2729325833876487,-0.9575141578399836,0.8612485394261293,2.680956077544994,1.098366062589733,-0.7518620647000896,-1.1652781672454562,5.644251453212746,9,25,4,1,True,False,False,True,False,1.0,0.99998736,1
1.25572884401583,-0.7101099597742969,0.0013935570684929,-1.3964190532354286,-1.4123057795699063,0.5925952837586329,3.663908455296782,-0.3726231836971995,-0.09498902195608,2.121716168126027,1.098366062589733,2.288307609171789,0.6777807897973843,4.816212925455194,11,20,3,0,True,False,False,True,False,1.0,0.9997063,1
0.5935121013513588,-0.0007480989863767,-1.22188049597093,1.3609780915644458,-0.5167175148823311,-0.2410488020810051,-0.2729325833876487,-0.9229235296198884,-0.09498902195608,1.5624762587070602,2.787852908363163,-1.0729075783886657,-0.324658120608539,4.136429021100082,16,9,1,0,False,False,True,True,False,1.0,0.8502361,1
-1.202685290361244,1.4179756225894635,0.0013935570684929,0.6338769902535358,2.839857448749508,-0.6846235766925917,-0.2729325833876487,1.2465063682877504,-1.0512265833382894,2.680956077544994,-0.591120783183697,-0.8720895871005131,-0.7225683161332634,3.910122698906362,6,13,3,0,False,False,False,True,False,1.0,0.96823376,1
